,County,num_solar,num_gas,num_oil,num_hydro,num_wind,num_coal,num_biomass,num_storage,num_cogeneration,num_geothermal,num_petcoke,num_nuclear,num_other,Total Households,Median Income,Total Powerplants
134,"Chester County, Pennsylvania",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189506.0,96656.0,4.0
135,"Arapahoe County, Colorado",7.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240774.0,75357.0,9.0
136,"Surry County, North Carolina",2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29415.0,42438.0,2.0
137,"Chatham County, North Carolina",7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28929.0,57770.0,9.0
138,"Porter County, Indiana",2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64722.0,65747.0,5.0
139,"Lake County, Indiana",4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,184206.0,54981.0,11.0
140,"Trumbull County, Ohio",1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86886.0,46201.0,4.0
141,"Cuyahoga County, Ohio",2.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,544208.0,46784.0,10.0
142,"Lackawanna County, Pennsylvania",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86213.0,49172.0,2.0
143,"Macon County, Illinois",0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42977.0,51970.0,4.0
144,"Lancaster County, Nebraska",1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122954.0,59306.0,8.0
145,"Blue Earth County, Minnesota",10.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26098.0,56716.0,15.0
146,"Peoria County, Illinois",0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71371.0,53843.0,2.0
147,"DuPage County, Illinois",0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,341845.0,89521.0,6.0
148,"Chautauqua County, New York",1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51985.0,46079.0,4.0
149,"Tarrant County, Texas",1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,703106.0,65052.0,4.0
150,"Caddo Parish, Louisiana",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95793.0,36165.0,3.0
151,"Bexar County, Texas",10.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,633422.0,54175.0,17.0
152,"Leon County, Florida",1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115193.0,51642.0,3.0
153,"Jasper County, Missouri",0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46784.0,47981.0,4.0
154,"Brazoria County, Texas",0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119770.0,82229.0,8.0
155,"Buncombe County, North Carolina",2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107752.0,50040.0,5.0
156,"Ulster County, New York",3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68822.0,63621.0,7.0
157,"Ashtabula County, Ohio",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36704.0,44173.0,1.0
158,"Randall County, Texas",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48941.0,62098.0,2.0
159,"Cumberland County, New Jersey",13.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50696.0,52627.0,19.0
160,"Cayuga County, New York",2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30870.0,56599.0,4.0
161,"Butler County, Kansas",1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24385.0,64149.0,5.0
162,"Sussex County, New Jersey",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53396.0,90026.0,6.0
163,"Pitt County, North Carolina",8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68505.0,45849.0,9.0
164,"Travis County, Texas",2.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,462632.0,72884.0,11.0
165,"Gaston County, North Carolina",4.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84200.0,49670.0,12.0
166,"Ottawa County, Michigan",1.0,6.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,104281.0,68543.0,11.0
167,"Maui County, Hawaii",3.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53560.0,80241.0,13.0
168,"Rockingham County, North Carolina",5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36175.0,48196.0,8.0
169,"Kings County, California",22.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,43029.0,57555.0,27.0
170,"Lorain County, Ohio",1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120394.0,54932.0,5.0
171,"Highlands County, Florida",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42948.0,35543.0,2.0
172,"Franklin County, Massachusetts",12.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29239.0,58824.0,22.0
173,"Essex County, Massachusetts",13.0,5.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294092.0,75480.0,23.0
174,"Hennepin County, Minnesota",3.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507728.0,74592.0,8.0
175,"Union County, North Carolina",5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75366.0,77691.0,7.0
176,"Camden County, New Jersey",9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190616.0,66196.0,10.0
177,"Wyandotte County, Kansas",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60737.0,46310.0,4.0
178,"Utah County, Utah",0.0,6.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164698.0,70417.0,9.0
179,"Charlotte County, Florida",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76056.0,52070.0,1.0
180,"Galveston County, Texas",0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121423.0,70494.0,5.0
181,"Oconee County, South Carolina",0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,32189.0,50192.0,4.0
182,"Onslow County, North Carolina",3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62941.0,49883.0,3.0
183,"Sullivan County, New York",6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25916.0,55309.0,12.0
184,"Nash County, North Carolina",22.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36248.0,47289.0,23.0
185,"Alamance County, North Carolina",7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64371.0,45150.0,8.0
186,"Humboldt County, California",0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53446.0,46494.0,2.0
187,"Frederick County, Maryland",6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92329.0,92495.0,6.0
188,"Clackamas County, Oregon",5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157257.0,79878.0,13.0
189,"Douglas County, Kansas",0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47643.0,55646.0,4.0
190,"Burleigh County, North Dakota",0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39251.0,69193.0,3.0
191,"Yamhill County, Oregon",5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37629.0,64104.0,5.0
192,"Hillsborough County, Florida",5.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,521609.0,54731.0,9.0
193,"Tuscaloosa County, Alabama",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72243.0,52313.0,2.0
194,"Bannock County, Idaho",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31384.0,51612.0,1.0
195,"York County, Maine",0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82970.0,66391.0,7.0
196,"Ada County, Idaho",2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171009.0,60858.0,7.0
197,"Brevard County, Florida",2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228385.0,52540.0,6.0
198,"Oneida County, New York",8.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88790.0,53902.0,14.0
199,"Nueces County, Texas",0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128490.0,52482.0,10.0
200,"Barnstable County, Massachusetts",10.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92148.0,71235.0,14.0
201,"Mobile County, Alabama",0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154683.0,46023.0,6.0
202,"Lee County, Alabama",0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58555.0,52943.0,4.0
203,"Polk County, Florida",10.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,233058.0,48475.0,24.0
204,"Bastrop County, Texas",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24249.0,72107.0,3.0
205,"Delaware County, Ohio",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,70224.0,106933.0,2.0
206,"Calhoun County, Michigan",0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54556.0,45386.0,3.0
207,"Boone County, Kentucky",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46388.0,78415.0,1.0
208,"Bay County, Florida",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70600.0,52415.0,1.0
209,"Pinellas County, Florida",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405807.0,51512.0,3.0
210,"Harris County, Texas",0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1586849.0,58645.0,28.0
211,"Ocean County, New Jersey",6.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,225847.0,71081.0,12.0
212,"Shasta County, California",1.0,1.0,0.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71968.0,52439.0,34.0
213,"Deschutes County, Oregon",4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74498.0,66273.0,7.0
214,"San Diego County, California",13.0,24.0,1.0,5.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,1126419.0,76207.0,55.0
215,"Wayne County, Michigan",3.0,5.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683986.0,45135.0,13.0
216,"Beaver County, Pennsylvania",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,71005.0,54923.0,4.0
217,"Bedford County, Virginia",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31088.0,66327.0,2.0
218,"Jefferson County, New York",3.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41548.0,47101.0,19.0
219,"Will County, Illinois",2.0,8.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,228366.0,82196.0,14.0
220,"Horry County, South Carolina",2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128499.0,45680.0,3.0
221,"Marion County, Indiana",18.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369122.0,47344.0,21.0
222,"Pennington County, South Dakota",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43536.0,54836.0,2.0
223,"Oswego County, New York",3.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,45971.0,53406.0,18.0
224,"Kennebec County, Maine",1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49616.0,53073.0,8.0
225,"Carver County, Minnesota",13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35721.0,101271.0,15.0
226,"Bergen County, New Jersey",3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338516.0,94107.0,6.0
227,"Berkeley County, South Carolina",0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75948.0,57147.0,5.0
228,"Berkshire County, Massachusetts",17.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54193.0,57054.0,27.0
229,"Somerset County, New Jersey",14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114812.0,112153.0,17.0
230,"Caldwell County, North Carolina",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32245.0,45033.0,3.0
231,"Berrien County, Michigan",1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,64166.0,48629.0,5.0
232,"Warren County, New Jersey",9.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41366.0,80657.0,13.0
233,"Northampton County, Pennsylvania",1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113945.0,66066.0,5.0
234,"Nassau County, New York",1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446978.0,108133.0,13.0
235,"Montgomery County, Tennessee",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73690.0,58381.0,0.0
236,"Bibb County, Georgia",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56272.0,37444.0,2.0
237,"Marion County, Oregon",7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,115718.0,56354.0,10.0
238,"Flathead County, Montana",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37236.0,59735.0,2.0
239,"Sherburne County, Minnesota",16.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31869.0,87756.0,19.0
240,"Larimer County, Colorado",4.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134709.0,69102.0,11.0
241,"Broome County, New York",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78604.0,47758.0,3.0
242,"Jackson County, Oregon",1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89701.0,51409.0,8.0
243,"Berks County, Pennsylvania",2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155154.0,61058.0,5.0
244,"Wood County, Wisconsin",0.0,2.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,32478.0,52110.0,8.0
245,"King County, Washington",0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,876639.0,89675.0,11.0
246,"Dakota County, Minnesota",15.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160590.0,80832.0,25.0
247,"Cascade County, Montana",1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33346.0,47713.0,7.0
248,"Mohave County, Arizona",6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87565.0,42311.0,11.0
249,"LaSalle County, Illinois",1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,44625.0,56896.0,7.0
250,"Providence County, Rhode Island",9.0,7.0,0.0,2.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,237197.0,56672.0,27.0
251,"Florence County, South Carolina",7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51675.0,42929.0,7.0
252,"Garland County, Arkansas",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38594.0,46101.0,2.0
253,"Washington County, Utah",1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56139.0,54842.0,8.0
254,"Dane County, Wisconsin",0.0,7.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,223031.0,72268.0,13.0
255,"Comanche County, Oklahoma",0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43901.0,51059.0,3.0
256,"Indian River County, Florida",2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58044.0,49177.0,3.0
257,"Scott County, Minnesota",6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50018.0,98538.0,8.0
258,"Franklin County, Pennsylvania",1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60979.0,60459.0,4.0
259,"El Dorado County, California",1.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69368.0,79414.0,12.0
260,"Fond du Lac County, Wisconsin",0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42449.0,61417.0,3.0
261,"Jackson County, Missouri",2.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,285887.0,52552.0,11.0
262,"Prince George's County, Maryland",8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310730.0,81240.0,13.0
263,"Oldham County, Kentucky",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20840.0,96576.0,1.0
264,"Klamath County, Oregon",10.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27616.0,38916.0,16.0
265,"Multnomah County, Oregon",1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325039.0,63974.0,3.0
266,"Pinal County, Arizona",8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139097.0,52788.0,13.0
267,"Payne County, Oklahoma",0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30009.0,36914.0,4.0
268,"Washington County, Tennessee",1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53071.0,40697.0,3.0
269,"Suffolk County, Massachusetts",2.0,4.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308889.0,66459.0,9.0
270,"Lake County, California",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,27399.0,48930.0,6.0
